uniqueCandidateId,voterNumber,ballotNumber,partyNameArabic,partyNameEnglish,candidateSequence,nominationType,governorate,sex,fullNameArabic,fullNameEnglish,email,phone,bio,photoUrl,coverPhotoUrl,verificationStatus,verificationDocuments,verifiedAt,verifiedBy,profileCompletionPercent,viewsCount,supportersCount,postsCount,eventsCount,sourceFile,metadataH1,metadataH2,createdAt,updatedAt,lastActiveAt
"BAG-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 790, dtype: object-002674",2674,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 790, dtype: object",,,41,Party,Baghdad,MALE,Ahmed Abdel Karim Dawood Salman Qara Gholiyi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.469729,2025-10-17T16:36:22.469729,
"DHI-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 791, dtype: object-005078",5078,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 791, dtype: object",,,3,Party,Dhi Qar,MALE,"Ahmed Abdel Rahim Ahmed Ali
Al-Husaithan Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.472248,2025-10-17T16:36:22.472248,
"THE-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 792, dtype: object-000895",895,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 792, dtype: object",,,3,Alliance,The egg,MALE,Ahmed Abdel Razzaq Diwan Salman Al-Zamili,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.473248,2025-10-17T16:36:22.473248,
"BAG-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 793, dtype: object-002878",2878,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 793, dtype: object",,,127,Alliance,Baghdad,MALE,Ahmed Abdel Sattar Saleh Jabal Al-Azzi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.473248,2025-10-17T16:36:22.473248,
"KIR-ballotNumber                      204 
ballotNumber    Iraqi Alliance, Kirkuk
Name: 794, dtype: object-006091",6091,"ballotNumber                      204 
ballotNumber    Iraqi Alliance, Kirkuk
Name: 794, dtype: object",,,7,Alliance,Kirkuk,MALE,"Ahmed Abdel Wahid Amir N Qasim
Al-Hamdani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.473248,2025-10-17T16:36:22.473248,
"THE-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 795, dtype: object-000655",655,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 795, dtype: object",,,43,Alliance,The egg,MALE,"Ahmed Abdel Zahra Yasser N
Eid Al-Halfen Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.473248,2025-10-17T16:36:22.473248,
"DHI-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 796, dtype: object-005211",5211,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 796, dtype: object",,,25,Alliance,Dhi Qar,MALE,Ahmed Abdel-Alim Sajit Ghasah Al-Saeedi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.473248,2025-10-17T16:36:22.473248,
"KAR-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 797, dtype: object-005908",5908,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 797, dtype: object",,,13,Party,Karbala,MALE,"Ahmed Abdel-Hassir N       Abu Jawad Hamm-
adi Al-Silawi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.488922,2025-10-17T16:36:22.488922,
"KAR-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 798, dtype: object-005936",5936,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 798, dtype: object",,,19,Alliance,Karbala,MALE,"Ahmed Abdel-Hassir N       Ja-
ber Mandeel Al-Kanani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.492962,2025-10-17T16:36:22.492962,
"ANB-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 799, dtype: object-000304",304,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 799, dtype: object",,,2,Alliance,Anbar,MALE,"Ahmed Abdel-Wahid Kassar Attia
Al-Alwani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.496998,2025-10-17T16:36:22.496998,
"ANB-ballotNumber                283 
ballotNumber    Summits Alliance
Name: 800, dtype: object-000337",337,"ballotNumber                283 
ballotNumber    Summits Alliance
Name: 800, dtype: object",,,5,Alliance,Anbar,MALE,Ahmed Abdul Ahmed Daraj Al-Dulaimiyi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.499014,2025-10-17T16:36:22.499014,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 801, dtype: object-003313",3313,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 801, dtype: object",,,122,Alliance,Baghdad,MALE,"Ahmed Abdul Hamoud KhalafAl-
Dulaimi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.499014,2025-10-17T16:36:22.499014,
"THE-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 802, dtype: object-000599",599,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 802, dtype: object",,,37,Alliance,The egg,MALE,Ahmed Abdul Mahdi Muthanna Shihab Al-Muhammadawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.505071,2025-10-17T16:36:22.505071,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 803, dtype: object-004268",4268,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 803, dtype: object",,,77,Alliance,Baghdad,MALE,Ahmed Abdul Mohammed Alawi Karagolıi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.505071,2025-10-17T16:36:22.505071,
"SAL-ballotNumber               240 
ballotNumber    National masses
Name: 804, dtype: object-005645",5645,"ballotNumber               240 
ballotNumber    National masses
Name: 804, dtype: object",,,7,Party,Saladin,MALE,Ahmed Abdul Razzaq Mohammed Suleiman Al-Dulaimi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.507735,2025-10-17T16:36:22.507735,
"BAG-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 805, dtype: object-003095",3095,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 805, dtype: object",,,70,Alliance,Baghdad,MALE,Ahmed Abdulkadhim Sultan Al-Joudah,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.511808,2025-10-17T16:36:22.511808,
"BAG-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 806, dtype: object-002733",2733,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 806, dtype: object",,,110,Party,Baghdad,MALE,Ahmed Abdullah Habib Darwish Al-Muhyawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.517676,2025-10-17T16:36:22.517676,
"NIN-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 807, dtype: object-006697",6697,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 807, dtype: object",,,17,Alliance,Nineveh,MALE,Ahmed Abdullah Issa Abdullah Shalaili,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.521206,2025-10-17T16:36:22.521206,
"BAG-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 808, dtype: object-002812",2812,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 808, dtype: object",,,61,Alliance,Baghdad,MALE,Ahmed Abdullah Majit Saeed Al-Dhuwaithi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.521206,2025-10-17T16:36:22.521206,
"NIN-ballotNumber         286 
ballotNumber    Civilians
Name: 809, dtype: object-007393",7393,"ballotNumber         286 
ballotNumber    Civilians
Name: 809, dtype: object",,,1,Party,Nineveh,MALE,Ahmed Abdullah Mohammed Musa Al-Jubouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.527786,2025-10-17T16:36:22.527786,
"KAR-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 810, dtype: object-005870",5870,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 810, dtype: object",,,19,Party,Karbala,MALE,Ahmed Adel Hassan Ali Al-Araji,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.527786,2025-10-17T16:36:22.527786,
"NIN-ballotNumber                         290 
ballotNumber    Nineveh First All-\niance
Name: 811, dtype: object-007484",7484,"ballotNumber                         290 
ballotNumber    Nineveh First All-\niance
Name: 811, dtype: object",,,24,Alliance,Nineveh,MALE,"Ahmed Adel Mohammed Jas-
sim Al-Sharif Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.527786,2025-10-17T16:36:22.527786,
"NIN-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 812, dtype: object-006980",6980,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 812, dtype: object",,,39,Alliance,Nineveh,MALE,Ahmed Ahmed Hamid Ayyaf,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.537355,2025-10-17T16:36:22.537355,
"BAB-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 813, dtype: object-002047",2047,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 813, dtype: object",,,1,Party,Babylon,MALE,"Ahmed Akram Alwan, the Khaikani
tarboush",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.539379,2025-10-17T16:36:22.539379,
"KAR-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 814, dtype: object-005873",5873,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 814, dtype: object",,,22,Party,Karbala,MALE,Ahmed Ali Aboud Wajid Al-Asadi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.543185,2025-10-17T16:36:22.543185,
"BAG-ballotNumber              255 
ballotNumber    Progress Party
Name: 815, dtype: object-003781",3781,"ballotNumber              255 
ballotNumber    Progress Party
Name: 815, dtype: object",,,63,Party,Baghdad,MALE,Ahmed Ali Ahmed Alwan Al-Jubouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.543185,2025-10-17T16:36:22.543185,
"BAG-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 816, dtype: object-002970",2970,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 816, dtype: object",,,82,Alliance,Baghdad,MALE,Ahmed Ali Ahmed Falih Al-Tamimi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.543185,2025-10-17T16:36:22.543185,
"NAJ-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 817, dtype: object-001682",1682,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 817, dtype: object",,,10,Alliance,Najaf,MALE,Ahmed Ali Azab Abdel Saidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.553216,2025-10-17T16:36:22.553216,
"WAS-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 818, dtype: object-007630",7630,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 818, dtype: object",,,20,Alliance,Wasit,MALE,Ahmed Ali Dakman Shamran Al-Saeedi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.553216,2025-10-17T16:36:22.553216,
"BAG-ballotNumber                           264 
ballotNumber    National Pioneers\nMovement
Name: 819, dtype: object-004113",4113,"ballotNumber                           264 
ballotNumber    National Pioneers\nMovement
Name: 819, dtype: object",,,6,Party,Baghdad,MALE,Ahmed Ali Hamadi Toba Al-Maliki,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.557934,2025-10-17T16:36:22.557934,
"BAG-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 820, dtype: object-003183",3183,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 820, dtype: object",,,2,Party,Baghdad,MALE,Ahmed Ali Hasir Imran Al-Imran,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.557934,2025-10-17T16:36:22.557934,
"SAL-ballotNumber              277 
ballotNumber    Our falc-\nons
Name: 821, dtype: object-005819",5819,"ballotNumber              277 
ballotNumber    Our falc-\nons
Name: 821, dtype: object",,,15,Alliance,Saladin,MALE,"Ahmed Ali Khadir Ali, excuse
me",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.563208,2025-10-17T16:36:22.563208,
"NIN-ballotNumber                              275 
ballotNumber    Kurdistan Democratic Pa-\nrner
Name: 822, dtype: object-007298",7298,"ballotNumber                              275 
ballotNumber    Kurdistan Democratic Pa-\nrner
Name: 822, dtype: object",,,30,Party,Nineveh,MALE,Ahmed Ali KhalafAbdi Khalaf,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.567645,2025-10-17T16:36:22.567645,
"BAG-ballotNumber              255 
ballotNumber    Progress Party
Name: 823, dtype: object-003802",3802,"ballotNumber              255 
ballotNumber    Progress Party
Name: 823, dtype: object",,,86,Party,Baghdad,MALE,Ahmed Ali Mohammed Sultan Al-Jabouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.570465,2025-10-17T16:36:22.570465,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 824, dtype: object-004256",4256,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 824, dtype: object",,,65,Alliance,Baghdad,MALE,Ahmed Ali Mohsen Abdel Rawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.572985,2025-10-17T16:36:22.572985,
"NIN-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 825, dtype: object-006702",6702,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 825, dtype: object",,,23,Alliance,Nineveh,MALE,Ahmed Ali Rakan Abdul Aziz Abdul Aziz,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.575996,2025-10-17T16:36:22.575996,
"BAG-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 826, dtype: object-003572",3572,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 826, dtype: object",,,45,Alliance,Baghdad,MALE,Ahmed Aliiksab Ali Al-Ghashim,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.580987,2025-10-17T16:36:22.580987,
"AL-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 827, dtype: object-001101",1101,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 827, dtype: object",,,10,Alliance,Al-Qadisiyah,MALE,Ahmed Aliwi Hassan Obaid Al-Saeedi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.582995,2025-10-17T16:36:22.582995,
"BAG-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 828, dtype: object-004531",4531,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 828, dtype: object",,,135,Alliance,Baghdad,MALE,Ahmed Amer Nasser Siddiq Al-Ameri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.582995,2025-10-17T16:36:22.582995,
"SAL-ballotNumber                       279 
ballotNumber    United Saladin Alliance
Name: 829, dtype: object-005833",5833,"ballotNumber                       279 
ballotNumber    United Saladin Alliance
Name: 829, dtype: object",,,6,Alliance,Saladin,MALE,"Ahmed Asaad Zain Al-Abidin Samir N
Jaber",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.587715,2025-10-17T16:36:22.587715,
"SAL-ballotNumber            243 
ballotNumber    Evil is evil
Name: 830, dtype: object-005705",5705,"ballotNumber            243 
ballotNumber    Evil is evil
Name: 830, dtype: object",,,19,Alliance,Saladin,MALE,Ahmed Atallah Alian Aswad Al-Jabouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.587715,2025-10-17T16:36:22.587715,
"ANB-ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 831, dtype: object-000276",276,"ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 831, dtype: object",,,3,Alliance,Anbar,MALE,Ahmed Attia Ahmed Ali,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.587715,2025-10-17T16:36:22.587715,
"BAB-ballotNumber                 239 
ballotNumber    Sumerian movement
Name: 832, dtype: object-002069",2069,"ballotNumber                 239 
ballotNumber    Sumerian movement
Name: 832, dtype: object",,,11,Party,Babylon,MALE,Ahmed Attia Dakhil Abbas Al-Tani,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.598859,2025-10-17T16:36:22.598859,
"DHI-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 833, dtype: object-005137",5137,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 833, dtype: object",,,25,Alliance,Dhi Qar,MALE,Ahmed Awihd Hanzel Waliy Al-Saeedi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.598859,2025-10-17T16:36:22.598859,
"THE-ballotNumber               252 
ballotNumber    Design Alliance
Name: 834, dtype: object-000808",808,"ballotNumber               252 
ballotNumber    Design Alliance
Name: 834, dtype: object",,,46,Alliance,The egg,MALE,Ahmed Ayad Suhail Najm,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.598859,2025-10-17T16:36:22.598859,
"NIN-ballotNumber                      281 
ballotNumber    Nineveh People's Union
Name: 835, dtype: object-007391",7391,"ballotNumber                      281 
ballotNumber    Nineveh People's Union
Name: 835, dtype: object",,,62,Alliance,Nineveh,MALE,"Ahmed Aziz Mohammed Ahmed Al-
Lahithi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.598859,2025-10-17T16:36:22.598859,
"BAG-ballotNumber              255 
ballotNumber    Progress Party
Name: 836, dtype: object-003809",3809,"ballotNumber              255 
ballotNumber    Progress Party
Name: 836, dtype: object",,,93,Party,Baghdad,MALE,Ahmed Azmy Ahmed Abdel-Wahid,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.607916,2025-10-17T16:36:22.607916,
"BAB-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 837, dtype: object-002097",2097,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 837, dtype: object",,,5,Alliance,Babylon,MALE,Ahmed Badrjasem Hasirn Al-Zarir,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.607916,2025-10-17T16:36:22.607916,
"BAG-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 838, dtype: object-002696",2696,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 838, dtype: object",,,66,Party,Baghdad,MALE,"Ahmed Basem Hashem Mahdi
Al-Hasthan Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.614608,2025-10-17T16:36:22.614608,
"BAG-ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 839, dtype: object-003955",3955,"ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 839, dtype: object",,,103,Alliance,Baghdad,MALE,Ahmed Brisam Salman Khamis,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.617838,2025-10-17T16:36:22.617838,
"THE-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 840, dtype: object-000421",421,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 840, dtype: object",,,9,Alliance,The egg,MALE,Ahmed Dagherjasm Kazem Al-Shabithi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.617838,2025-10-17T16:36:22.617838,
"BAG-ballotNumber                            206 
ballotNumber    Civil Democratic Allia-\nnce
Name: 841, dtype: object-002428",2428,"ballotNumber                            206 
ballotNumber    Civil Democratic Allia-\nnce
Name: 841, dtype: object",,,24,Alliance,Baghdad,MALE,Ahmed Dahamktish Ali Al-Azzawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.617838,2025-10-17T16:36:22.617838,
"DHI-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 842, dtype: object-005074",5074,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 842, dtype: object",,,37,Alliance,Dhi Qar,MALE,Ahmed Diaa Ghaleb Shanan Al-Saeedi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.617838,2025-10-17T16:36:22.617838,
"DIY-ballotNumber              277 
ballotNumber    Our falc-\nons
Name: 843, dtype: object-004961",4961,"ballotNumber              277 
ballotNumber    Our falc-\nons
Name: 843, dtype: object",,,10,Alliance,Diyala,MALE,"Ahmed Diab Mohammed Abdul Da-
limi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.617838,2025-10-17T16:36:22.617838,
"DIY-ballotNumber      203 
ballotNumber    Stable
Name: 844, dtype: object-004679",4679,"ballotNumber      203 
ballotNumber    Stable
Name: 844, dtype: object",,,25,Party,Diyala,MALE,Ahmed Essam Abdel Aziz Mohamed,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.630335,2025-10-17T16:36:22.630335,
"BAG-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 845, dtype: object-003574",3574,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 845, dtype: object",,,47,Alliance,Baghdad,MALE,Ahmed Fadel Abbas Suhail Al-Falaji,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.630335,2025-10-17T16:36:22.630335,
"KAR-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 846, dtype: object-005983",5983,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 846, dtype: object",,,17,Alliance,Karbala,MALE,Ahmed Fadel Aliwi Fadel Al-Hamasah,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.630335,2025-10-17T16:36:22.630335,
"WAS-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 847, dtype: object-007744",7744,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 847, dtype: object",,,6,Alliance,Wasit,MALE,Ahmed Fadel Barid Alwan Al-Tamimi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.637939,2025-10-17T16:36:22.637939,
"AL-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 848, dtype: object-001228",1228,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 848, dtype: object",,,5,Alliance,Al-Qadisiyah,MALE,Ahmed Fadel Ne'meh Abbas Al-Hakak,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.637939,2025-10-17T16:36:22.637939,
"ANB-ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 849, dtype: object-000287",287,"ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 849, dtype: object",,,14,Alliance,Anbar,MALE,Ahmed Faisal Ali Abdul,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.637939,2025-10-17T16:36:22.637939,
"NIN-ballotNumber                      267 
ballotNumber    Nineveh for its people
Name: 850, dtype: object-007103",7103,"ballotNumber                      267 
ballotNumber    Nineveh for its people
Name: 850, dtype: object",,,19,Party,Nineveh,MALE,Ahmed Fakhr al-Din Hadi Mahmoud al-Naimiy,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.648019,2025-10-17T16:36:22.648019,
"NIN-ballotNumber              255 
ballotNumber    Progress Party
Name: 851, dtype: object-007008",7008,"ballotNumber              255 
ballotNumber    Progress Party
Name: 851, dtype: object",,,5,Party,Nineveh,MALE,Ahmed Fakkak Ahmed Hamad Al-Hamad,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.648019,2025-10-17T16:36:22.648019,
"SAL-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 852, dtype: object-005664",5664,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 852, dtype: object",,,2,Alliance,Saladin,MALE,Ahmed Farag Taha Obaid,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.648019,2025-10-17T16:36:22.648019,
