Candidate ID,Full Name (AR),Full Name (EN),Political Party,Governorate,Gender,Phone,Email,Twitter,Facebook,Instagram,Verification Status
2025_3208_البصرة,المرشح العراقي 3208,Iraqi Candidate 3208,الوطنية,البصرة,أنثى,,,,,,
2025_3237_البصرة,المرشح العراقي 3237,Iraqi Candidate 3237,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_3280_البصرة,المرشح العراقي 3280,Iraqi Candidate 3280,الفتح,البصرة,أنثى,,,,,,
2025_3288_البصرة,المرشح العراقي 3288,Iraqi Candidate 3288,تحالف عزم,البصرة,أنثى,,,,,,
2025_3295_البصرة,المرشح العراقي 3295,Iraqi Candidate 3295,الحزب الديمقراطي الكردستاني,البصرة,أنثى,,,,,,
2025_3310_البصرة,المرشح العراقي 3310,Iraqi Candidate 3310,الفتح,البصرة,ذكر,,,,,,
2025_3351_البصرة,المرشح العراقي 3351,Iraqi Candidate 3351,العزم,البصرة,أنثى,,,,,,
2025_3364_البصرة,المرشح العراقي 3364,Iraqi Candidate 3364,الحكمة,البصرة,ذكر,,,,,,
2025_3447_البصرة,المرشح العراقي 3447,Iraqi Candidate 3447,تحالف السيادة,البصرة,أنثى,,,,,,
2025_3504_البصرة,المرشح العراقي 3504,Iraqi Candidate 3504,سائرون,البصرة,ذكر,,,,,,
2025_3559_البصرة,المرشح العراقي 3559,Iraqi Candidate 3559,دولة القانون,البصرة,ذكر,,,,,,
2025_3561_البصرة,المرشح العراقي 3561,Iraqi Candidate 3561,سائرون,البصرة,ذكر,,,,,,
2025_359_البصرة,المرشح العراقي 359,Iraqi Candidate 359,الفتح,البصرة,ذكر,,,,,,
2025_3600_البصرة,المرشح العراقي 3600,Iraqi Candidate 3600,الفتح,البصرة,أنثى,,,,,,
2025_361_البصرة,المرشح العراقي 361,Iraqi Candidate 361,الحكمة,البصرة,ذكر,,,,,,
2025_3621_البصرة,المرشح العراقي 3621,Iraqi Candidate 3621,الوطنية,البصرة,أنثى,,,,,,
2025_3628_البصرة,المرشح العراقي 3628,Iraqi Candidate 3628,النصر,البصرة,ذكر,,,,,,
2025_3644_البصرة,المرشح العراقي 3644,Iraqi Candidate 3644,الحزب الديمقراطي الكردستاني,البصرة,أنثى,,,,,,
2025_365_البصرة,المرشح العراقي 365,Iraqi Candidate 365,تقدم,البصرة,ذكر,,,,,,
2025_3700_البصرة,المرشح العراقي 3700,Iraqi Candidate 3700,الاتحاد الوطني الكردستاني,البصرة,أنثى,,,,,,
2025_3713_البصرة,المرشح العراقي 3713,Iraqi Candidate 3713,تحالف عزم,البصرة,أنثى,,,,,,
2025_3725_البصرة,المرشح العراقي 3725,Iraqi Candidate 3725,حركة امتداد,البصرة,أنثى,,,,,,
2025_3741_البصرة,المرشح العراقي 3741,Iraqi Candidate 3741,الوطنية,البصرة,ذكر,,,,,,
2025_3807_البصرة,المرشح العراقي 3807,Iraqi Candidate 3807,النصر,البصرة,ذكر,,,,,,
2025_382_البصرة,المرشح العراقي 382,Iraqi Candidate 382,الحزب الشيوعي العراقي,البصرة,أنثى,,,,,,
2025_3866_البصرة,المرشح العراقي 3866,Iraqi Candidate 3866,دولة القانون,البصرة,أنثى,,,,,,
2025_3870_البصرة,المرشح العراقي 3870,Iraqi Candidate 3870,تقدم,البصرة,أنثى,,,,,,
2025_3879_البصرة,المرشح العراقي 3879,Iraqi Candidate 3879,الوطنية,البصرة,ذكر,,,,,,
2025_3908_البصرة,المرشح العراقي 3908,Iraqi Candidate 3908,حركة امتداد,البصرة,ذكر,,,,,,
2025_401_البصرة,المرشح العراقي 401,Iraqi Candidate 401,تحالف السيادة,البصرة,ذكر,,,,,,
2025_4024_البصرة,المرشح العراقي 4024,Iraqi Candidate 4024,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_4059_البصرة,المرشح العراقي 4059,Iraqi Candidate 4059,الاتحاد الوطني الكردستاني,البصرة,أنثى,,,,,,
2025_4079_البصرة,المرشح العراقي 4079,Iraqi Candidate 4079,دولة القانون,البصرة,ذكر,,,,,,
2025_4102_البصرة,المرشح العراقي 4102,Iraqi Candidate 4102,الوطنية,البصرة,ذكر,,,,,,
2025_4169_البصرة,المرشح العراقي 4169,Iraqi Candidate 4169,الحزب الشيوعي العراقي,البصرة,ذكر,,,,,,
2025_4174_البصرة,المرشح العراقي 4174,Iraqi Candidate 4174,تحالف السيادة,البصرة,ذكر,,,,,,
2025_4188_البصرة,المرشح العراقي 4188,Iraqi Candidate 4188,تقدم,البصرة,ذكر,,,,,,
2025_4225_البصرة,المرشح العراقي 4225,Iraqi Candidate 4225,الحكمة,البصرة,أنثى,,,,,,
2025_4226_البصرة,المرشح العراقي 4226,Iraqi Candidate 4226,العزم,البصرة,ذكر,,,,,,
2025_4265_البصرة,المرشح العراقي 4265,Iraqi Candidate 4265,العزم,البصرة,أنثى,,,,,,
2025_4272_البصرة,المرشح العراقي 4272,Iraqi Candidate 4272,تحالف السيادة,البصرة,ذكر,,,,,,
2025_427_البصرة,المرشح العراقي 427,Iraqi Candidate 427,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_4303_البصرة,المرشح العراقي 4303,Iraqi Candidate 4303,تحالف السيادة,البصرة,ذكر,,,,,,
2025_4307_البصرة,المرشح العراقي 4307,Iraqi Candidate 4307,حركة امتداد,البصرة,أنثى,,,,,,
2025_4331_البصرة,المرشح العراقي 4331,Iraqi Candidate 4331,الوطنية,البصرة,أنثى,,,,,,
2025_433_البصرة,المرشح العراقي 433,Iraqi Candidate 433,الحكمة,البصرة,أنثى,,,,,,
2025_4345_البصرة,المرشح العراقي 4345,Iraqi Candidate 4345,سائرون,البصرة,أنثى,,,,,,
2025_4355_البصرة,المرشح العراقي 4355,Iraqi Candidate 4355,الحكمة,البصرة,ذكر,,,,,,
2025_4364_البصرة,المرشح العراقي 4364,Iraqi Candidate 4364,الوطنية,البصرة,ذكر,,,,,,
2025_4370_البصرة,المرشح العراقي 4370,Iraqi Candidate 4370,سائرون,البصرة,ذكر,,,,,,
2025_4376_البصرة,المرشح العراقي 4376,Iraqi Candidate 4376,حركة امتداد,البصرة,ذكر,,,,,,
2025_4408_البصرة,المرشح العراقي 4408,Iraqi Candidate 4408,سائرون,البصرة,أنثى,,,,,,
2025_4426_البصرة,المرشح العراقي 4426,Iraqi Candidate 4426,الحكمة,البصرة,أنثى,,,,,,
2025_4445_البصرة,المرشح العراقي 4445,Iraqi Candidate 4445,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_4454_البصرة,المرشح العراقي 4454,Iraqi Candidate 4454,النصر,البصرة,أنثى,,,,,,
2025_4464_البصرة,المرشح العراقي 4464,Iraqi Candidate 4464,الحزب الديمقراطي الكردستاني,البصرة,أنثى,,,,,,
2025_4486_البصرة,المرشح العراقي 4486,Iraqi Candidate 4486,العزم,البصرة,أنثى,,,,,,
2025_450_البصرة,المرشح العراقي 450,Iraqi Candidate 450,النصر,البصرة,أنثى,,,,,,
2025_453_البصرة,المرشح العراقي 453,Iraqi Candidate 453,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_4583_البصرة,المرشح العراقي 4583,Iraqi Candidate 4583,العزم,البصرة,أنثى,,,,,,
2025_4601_البصرة,المرشح العراقي 4601,Iraqi Candidate 4601,الوطنية,البصرة,أنثى,,,,,,
2025_4651_البصرة,المرشح العراقي 4651,Iraqi Candidate 4651,النصر,البصرة,ذكر,,,,,,
2025_4661_البصرة,المرشح العراقي 4661,Iraqi Candidate 4661,العزم,البصرة,أنثى,,,,,,
2025_4707_البصرة,المرشح العراقي 4707,Iraqi Candidate 4707,تقدم,البصرة,أنثى,,,,,,
2025_4712_البصرة,المرشح العراقي 4712,Iraqi Candidate 4712,الاتحاد الوطني الكردستاني,البصرة,أنثى,,,,,,
2025_4715_البصرة,المرشح العراقي 4715,Iraqi Candidate 4715,النصر,البصرة,ذكر,,,,,,
2025_4742_البصرة,المرشح العراقي 4742,Iraqi Candidate 4742,تحالف السيادة,البصرة,أنثى,,,,,,
2025_4781_البصرة,المرشح العراقي 4781,Iraqi Candidate 4781,الاتحاد الوطني الكردستاني,البصرة,أنثى,,,,,,
2025_4804_البصرة,المرشح العراقي 4804,Iraqi Candidate 4804,دولة القانون,البصرة,أنثى,,,,,,
2025_4814_البصرة,المرشح العراقي 4814,Iraqi Candidate 4814,العزم,البصرة,ذكر,,,,,,
2025_4837_البصرة,المرشح العراقي 4837,Iraqi Candidate 4837,الوطنية,البصرة,أنثى,,,,,,
2025_4845_البصرة,المرشح العراقي 4845,Iraqi Candidate 4845,الحكمة,البصرة,أنثى,,,,,,
2025_484_البصرة,المرشح العراقي 484,Iraqi Candidate 484,تحالف عزم,البصرة,ذكر,,,,,,
2025_4879_البصرة,المرشح العراقي 4879,Iraqi Candidate 4879,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_4895_البصرة,المرشح العراقي 4895,Iraqi Candidate 4895,سائرون,البصرة,ذكر,,,,,,
2025_4911_البصرة,المرشح العراقي 4911,Iraqi Candidate 4911,الوطنية,البصرة,أنثى,,,,,,
2025_4917_البصرة,المرشح العراقي 4917,Iraqi Candidate 4917,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_4958_البصرة,المرشح العراقي 4958,Iraqi Candidate 4958,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_4962_البصرة,المرشح العراقي 4962,Iraqi Candidate 4962,الاتحاد الوطني الكردستاني,البصرة,أنثى,,,,,,
2025_4999_البصرة,المرشح العراقي 4999,Iraqi Candidate 4999,العزم,البصرة,أنثى,,,,,,
2025_499_البصرة,المرشح العراقي 499,Iraqi Candidate 499,تقدم,البصرة,ذكر,,,,,,
2025_501_البصرة,المرشح العراقي 501,Iraqi Candidate 501,دولة القانون,البصرة,ذكر,,,,,,
2025_5094_البصرة,المرشح العراقي 5094,Iraqi Candidate 5094,دولة القانون,البصرة,أنثى,,,,,,
2025_5146_البصرة,المرشح العراقي 5146,Iraqi Candidate 5146,تحالف عزم,البصرة,أنثى,,,,,,
2025_5174_البصرة,المرشح العراقي 5174,Iraqi Candidate 5174,تحالف عزم,البصرة,ذكر,,,,,,
2025_5177_البصرة,المرشح العراقي 5177,Iraqi Candidate 5177,تحالف السيادة,البصرة,أنثى,,,,,,
2025_5192_البصرة,المرشح العراقي 5192,Iraqi Candidate 5192,الفتح,البصرة,ذكر,,,,,,
2025_5205_البصرة,المرشح العراقي 5205,Iraqi Candidate 5205,النصر,البصرة,ذكر,,,,,,
2025_5211_البصرة,المرشح العراقي 5211,Iraqi Candidate 5211,تحالف عزم,البصرة,أنثى,,,,,,
2025_5224_البصرة,المرشح العراقي 5224,Iraqi Candidate 5224,الاتحاد الوطني الكردستاني,البصرة,أنثى,,,,,,
2025_5231_البصرة,المرشح العراقي 5231,Iraqi Candidate 5231,دولة القانون,البصرة,أنثى,,,,,,
2025_5234_البصرة,المرشح العراقي 5234,Iraqi Candidate 5234,العزم,البصرة,ذكر,,,,,,
2025_5245_البصرة,المرشح العراقي 5245,Iraqi Candidate 5245,دولة القانون,البصرة,ذكر,,,,,,
2025_5260_البصرة,المرشح العراقي 5260,Iraqi Candidate 5260,دولة القانون,البصرة,ذكر,,,,,,
2025_5278_البصرة,المرشح العراقي 5278,Iraqi Candidate 5278,العزم,البصرة,ذكر,,,,,,
2025_5284_البصرة,المرشح العراقي 5284,Iraqi Candidate 5284,دولة القانون,البصرة,ذكر,,,,,,
2025_5299_البصرة,المرشح العراقي 5299,Iraqi Candidate 5299,العزم,البصرة,ذكر,,,,,,
2025_52_البصرة,المرشح العراقي 52,Iraqi Candidate 52,الحكمة,البصرة,ذكر,,,,,,
2025_5321_البصرة,المرشح العراقي 5321,Iraqi Candidate 5321,النصر,البصرة,ذكر,,,,,,
2025_5322_البصرة,المرشح العراقي 5322,Iraqi Candidate 5322,الوطنية,البصرة,أنثى,,,,,,
2025_5337_البصرة,المرشح العراقي 5337,Iraqi Candidate 5337,حركة امتداد,البصرة,أنثى,,,,,,
2025_5351_البصرة,المرشح العراقي 5351,Iraqi Candidate 5351,تحالف عزم,البصرة,أنثى,,,,,,
2025_5369_البصرة,المرشح العراقي 5369,Iraqi Candidate 5369,العزم,البصرة,ذكر,,,,,,
2025_5374_البصرة,المرشح العراقي 5374,Iraqi Candidate 5374,الحزب الشيوعي العراقي,البصرة,ذكر,,,,,,
2025_5448_البصرة,المرشح العراقي 5448,Iraqi Candidate 5448,الحزب الديمقراطي الكردستاني,البصرة,أنثى,,,,,,
2025_5449_البصرة,المرشح العراقي 5449,Iraqi Candidate 5449,الحزب الشيوعي العراقي,البصرة,ذكر,,,,,,
2025_5470_البصرة,المرشح العراقي 5470,Iraqi Candidate 5470,دولة القانون,البصرة,أنثى,,,,,,
2025_5481_البصرة,المرشح العراقي 5481,Iraqi Candidate 5481,العزم,البصرة,ذكر,,,,,,
2025_5566_البصرة,المرشح العراقي 5566,Iraqi Candidate 5566,الوطنية,البصرة,ذكر,,,,,,
2025_5578_البصرة,المرشح العراقي 5578,Iraqi Candidate 5578,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_557_البصرة,المرشح العراقي 557,Iraqi Candidate 557,تقدم,البصرة,ذكر,,,,,,
2025_5598_البصرة,المرشح العراقي 5598,Iraqi Candidate 5598,الفتح,البصرة,أنثى,,,,,,
2025_561_البصرة,المرشح العراقي 561,Iraqi Candidate 561,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_5622_البصرة,المرشح العراقي 5622,Iraqi Candidate 5622,النصر,البصرة,ذكر,,,,,,
2025_5623_البصرة,المرشح العراقي 5623,Iraqi Candidate 5623,الفتح,البصرة,أنثى,,,,,,
2025_5632_البصرة,المرشح العراقي 5632,Iraqi Candidate 5632,دولة القانون,البصرة,ذكر,,,,,,
2025_5655_البصرة,المرشح العراقي 5655,Iraqi Candidate 5655,النصر,البصرة,ذكر,,,,,,
2025_5661_البصرة,المرشح العراقي 5661,Iraqi Candidate 5661,دولة القانون,البصرة,أنثى,,,,,,
2025_5675_البصرة,المرشح العراقي 5675,Iraqi Candidate 5675,الفتح,البصرة,أنثى,,,,,,
2025_5678_البصرة,المرشح العراقي 5678,Iraqi Candidate 5678,تحالف السيادة,البصرة,ذكر,,,,,,
2025_5680_البصرة,المرشح العراقي 5680,Iraqi Candidate 5680,حركة امتداد,البصرة,ذكر,,,,,,
2025_570_البصرة,المرشح العراقي 570,Iraqi Candidate 570,سائرون,البصرة,أنثى,,,,,,
2025_5710_البصرة,المرشح العراقي 5710,Iraqi Candidate 5710,الفتح,البصرة,أنثى,,,,,,
2025_5723_البصرة,المرشح العراقي 5723,Iraqi Candidate 5723,الحكمة,البصرة,ذكر,,,,,,
2025_5728_البصرة,المرشح العراقي 5728,Iraqi Candidate 5728,تحالف عزم,البصرة,ذكر,,,,,,
2025_572_البصرة,المرشح العراقي 572,Iraqi Candidate 572,تحالف السيادة,البصرة,ذكر,,,,,,
2025_5731_البصرة,المرشح العراقي 5731,Iraqi Candidate 5731,سائرون,البصرة,أنثى,,,,,,
2025_5738_البصرة,المرشح العراقي 5738,Iraqi Candidate 5738,الوطنية,البصرة,أنثى,,,,,,
2025_5793_البصرة,المرشح العراقي 5793,Iraqi Candidate 5793,تقدم,البصرة,ذكر,,,,,,
2025_5804_البصرة,المرشح العراقي 5804,Iraqi Candidate 5804,سائرون,البصرة,ذكر,,,,,,
2025_5855_البصرة,المرشح العراقي 5855,Iraqi Candidate 5855,الحزب الديمقراطي الكردستاني,البصرة,أنثى,,,,,,
2025_5880_البصرة,المرشح العراقي 5880,Iraqi Candidate 5880,تحالف عزم,البصرة,ذكر,,,,,,
2025_5888_البصرة,المرشح العراقي 5888,Iraqi Candidate 5888,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_5891_البصرة,المرشح العراقي 5891,Iraqi Candidate 5891,النصر,البصرة,أنثى,,,,,,
2025_5897_البصرة,المرشح العراقي 5897,Iraqi Candidate 5897,النصر,البصرة,ذكر,,,,,,
2025_592_البصرة,المرشح العراقي 592,Iraqi Candidate 592,سائرون,البصرة,ذكر,,,,,,
2025_5932_البصرة,المرشح العراقي 5932,Iraqi Candidate 5932,الحكمة,البصرة,ذكر,,,,,,
2025_5960_البصرة,المرشح العراقي 5960,Iraqi Candidate 5960,سائرون,البصرة,ذكر,,,,,,
2025_5965_البصرة,المرشح العراقي 5965,Iraqi Candidate 5965,تحالف عزم,البصرة,أنثى,,,,,,
2025_5966_البصرة,المرشح العراقي 5966,Iraqi Candidate 5966,سائرون,البصرة,ذكر,,,,,,
2025_5984_البصرة,المرشح العراقي 5984,Iraqi Candidate 5984,تحالف السيادة,البصرة,ذكر,,,,,,
2025_5987_البصرة,المرشح العراقي 5987,Iraqi Candidate 5987,النصر,البصرة,أنثى,,,,,,
2025_59_البصرة,المرشح العراقي 59,Iraqi Candidate 59,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_6010_البصرة,المرشح العراقي 6010,Iraqi Candidate 6010,دولة القانون,البصرة,ذكر,,,,,,
2025_6037_البصرة,المرشح العراقي 6037,Iraqi Candidate 6037,دولة القانون,البصرة,أنثى,,,,,,
2025_6044_البصرة,المرشح العراقي 6044,Iraqi Candidate 6044,العزم,البصرة,ذكر,,,,,,
2025_6079_البصرة,المرشح العراقي 6079,Iraqi Candidate 6079,تحالف السيادة,البصرة,ذكر,,,,,,
2025_6087_البصرة,المرشح العراقي 6087,Iraqi Candidate 6087,تحالف السيادة,البصرة,أنثى,,,,,,
2025_6095_البصرة,المرشح العراقي 6095,Iraqi Candidate 6095,دولة القانون,البصرة,ذكر,,,,,,
2025_611_البصرة,المرشح العراقي 611,Iraqi Candidate 611,الوطنية,البصرة,ذكر,,,,,,
2025_6121_البصرة,المرشح العراقي 6121,Iraqi Candidate 6121,النصر,البصرة,ذكر,,,,,,
2025_6122_البصرة,المرشح العراقي 6122,Iraqi Candidate 6122,الوطنية,البصرة,ذكر,,,,,,
2025_6154_البصرة,المرشح العراقي 6154,Iraqi Candidate 6154,العزم,البصرة,أنثى,,,,,,
2025_6163_البصرة,المرشح العراقي 6163,Iraqi Candidate 6163,دولة القانون,البصرة,ذكر,,,,,,
2025_6189_البصرة,المرشح العراقي 6189,Iraqi Candidate 6189,الوطنية,البصرة,ذكر,,,,,,
2025_6195_البصرة,المرشح العراقي 6195,Iraqi Candidate 6195,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_6230_البصرة,المرشح العراقي 6230,Iraqi Candidate 6230,تحالف السيادة,البصرة,أنثى,,,,,,
2025_6243_البصرة,المرشح العراقي 6243,Iraqi Candidate 6243,الحزب الشيوعي العراقي,البصرة,ذكر,,,,,,
2025_6249_البصرة,المرشح العراقي 6249,Iraqi Candidate 6249,تقدم,البصرة,أنثى,,,,,,
2025_6293_البصرة,المرشح العراقي 6293,Iraqi Candidate 6293,دولة القانون,البصرة,أنثى,,,,,,
2025_6311_البصرة,المرشح العراقي 6311,Iraqi Candidate 6311,الحزب الشيوعي العراقي,البصرة,أنثى,,,,,,
2025_6319_البصرة,المرشح العراقي 6319,Iraqi Candidate 6319,النصر,البصرة,ذكر,,,,,,
2025_6367_البصرة,المرشح العراقي 6367,Iraqi Candidate 6367,الحكمة,البصرة,أنثى,,,,,,
2025_6374_البصرة,المرشح العراقي 6374,Iraqi Candidate 6374,دولة القانون,البصرة,أنثى,,,,,,
2025_6387_البصرة,المرشح العراقي 6387,Iraqi Candidate 6387,دولة القانون,البصرة,ذكر,,,,,,
2025_6395_البصرة,المرشح العراقي 6395,Iraqi Candidate 6395,الحكمة,البصرة,أنثى,,,,,,
2025_6403_البصرة,المرشح العراقي 6403,Iraqi Candidate 6403,النصر,البصرة,ذكر,,,,,,
2025_6414_البصرة,المرشح العراقي 6414,Iraqi Candidate 6414,الحزب الشيوعي العراقي,البصرة,ذكر,,,,,,
2025_6419_البصرة,المرشح العراقي 6419,Iraqi Candidate 6419,حركة امتداد,البصرة,أنثى,,,,,,
2025_6421_البصرة,المرشح العراقي 6421,Iraqi Candidate 6421,سائرون,البصرة,ذكر,,,,,,
2025_6439_البصرة,المرشح العراقي 6439,Iraqi Candidate 6439,العزم,البصرة,أنثى,,,,,,
2025_6455_البصرة,المرشح العراقي 6455,Iraqi Candidate 6455,النصر,البصرة,ذكر,,,,,,
2025_6459_البصرة,المرشح العراقي 6459,Iraqi Candidate 6459,الحزب الشيوعي العراقي,البصرة,أنثى,,,,,,
2025_645_البصرة,المرشح العراقي 645,Iraqi Candidate 645,النصر,البصرة,أنثى,,,,,,
2025_646_البصرة,المرشح العراقي 646,Iraqi Candidate 646,الحزب الشيوعي العراقي,البصرة,ذكر,,,,,,
2025_6471_البصرة,المرشح العراقي 6471,Iraqi Candidate 6471,تقدم,البصرة,أنثى,,,,,,
2025_6472_البصرة,المرشح العراقي 6472,Iraqi Candidate 6472,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_648_البصرة,المرشح العراقي 648,Iraqi Candidate 648,العزم,البصرة,أنثى,,,,,,
2025_6523_البصرة,المرشح العراقي 6523,Iraqi Candidate 6523,حركة امتداد,البصرة,ذكر,,,,,,
2025_6528_البصرة,المرشح العراقي 6528,Iraqi Candidate 6528,العزم,البصرة,ذكر,,,,,,
2025_652_البصرة,المرشح العراقي 652,Iraqi Candidate 652,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_6550_البصرة,المرشح العراقي 6550,Iraqi Candidate 6550,تحالف عزم,البصرة,أنثى,,,,,,
2025_6553_البصرة,المرشح العراقي 6553,Iraqi Candidate 6553,تقدم,البصرة,أنثى,,,,,,
2025_6568_البصرة,المرشح العراقي 6568,Iraqi Candidate 6568,العزم,البصرة,أنثى,,,,,,
2025_6600_البصرة,المرشح العراقي 6600,Iraqi Candidate 6600,تحالف عزم,البصرة,أنثى,,,,,,
2025_6610_البصرة,المرشح العراقي 6610,Iraqi Candidate 6610,تقدم,البصرة,أنثى,,,,,,
2025_6670_البصرة,المرشح العراقي 6670,Iraqi Candidate 6670,العزم,البصرة,ذكر,,,,,,
2025_6675_البصرة,المرشح العراقي 6675,Iraqi Candidate 6675,الحزب الديمقراطي الكردستاني,البصرة,أنثى,,,,,,
2025_6683_البصرة,المرشح العراقي 6683,Iraqi Candidate 6683,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_6696_البصرة,المرشح العراقي 6696,Iraqi Candidate 6696,حركة امتداد,البصرة,أنثى,,,,,,
2025_669_البصرة,المرشح العراقي 669,Iraqi Candidate 669,الحزب الشيوعي العراقي,البصرة,أنثى,,,,,,
2025_6735_البصرة,المرشح العراقي 6735,Iraqi Candidate 6735,حركة امتداد,البصرة,ذكر,,,,,,
2025_6745_البصرة,المرشح العراقي 6745,Iraqi Candidate 6745,الفتح,البصرة,أنثى,,,,,,
2025_676_البصرة,المرشح العراقي 676,Iraqi Candidate 676,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_6800_البصرة,المرشح العراقي 6800,Iraqi Candidate 6800,حركة امتداد,البصرة,أنثى,,,,,,
2025_6808_البصرة,المرشح العراقي 6808,Iraqi Candidate 6808,تحالف عزم,البصرة,أنثى,,,,,,
2025_6856_البصرة,المرشح العراقي 6856,Iraqi Candidate 6856,العزم,البصرة,ذكر,,,,,,
2025_6861_البصرة,المرشح العراقي 6861,Iraqi Candidate 6861,تحالف عزم,البصرة,أنثى,,,,,,
2025_687_البصرة,المرشح العراقي 687,Iraqi Candidate 687,تحالف السيادة,البصرة,أنثى,,,,,,
2025_6886_البصرة,المرشح العراقي 6886,Iraqi Candidate 6886,تحالف عزم,البصرة,أنثى,,,,,,
2025_6913_البصرة,المرشح العراقي 6913,Iraqi Candidate 6913,الوطنية,البصرة,ذكر,,,,,,
2025_6921_البصرة,المرشح العراقي 6921,Iraqi Candidate 6921,الاتحاد الوطني الكردستاني,البصرة,أنثى,,,,,,
2025_6938_البصرة,المرشح العراقي 6938,Iraqi Candidate 6938,حركة امتداد,البصرة,أنثى,,,,,,
2025_6950_البصرة,المرشح العراقي 6950,Iraqi Candidate 6950,النصر,البصرة,ذكر,,,,,,
2025_6952_البصرة,المرشح العراقي 6952,Iraqi Candidate 6952,الحزب الشيوعي العراقي,البصرة,أنثى,,,,,,
2025_6956_البصرة,المرشح العراقي 6956,Iraqi Candidate 6956,حركة امتداد,البصرة,أنثى,,,,,,
2025_698_البصرة,المرشح العراقي 698,Iraqi Candidate 698,النصر,البصرة,أنثى,,,,,,
2025_699_البصرة,المرشح العراقي 699,Iraqi Candidate 699,تحالف السيادة,البصرة,أنثى,,,,,,
2025_7002_البصرة,المرشح العراقي 7002,Iraqi Candidate 7002,العزم,البصرة,ذكر,,,,,,
2025_7008_البصرة,المرشح العراقي 7008,Iraqi Candidate 7008,دولة القانون,البصرة,أنثى,,,,,,
2025_7013_البصرة,المرشح العراقي 7013,Iraqi Candidate 7013,دولة القانون,البصرة,ذكر,,,,,,
2025_7030_البصرة,المرشح العراقي 7030,Iraqi Candidate 7030,الحزب الديمقراطي الكردستاني,البصرة,أنثى,,,,,,
2025_7054_البصرة,المرشح العراقي 7054,Iraqi Candidate 7054,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_7112_البصرة,المرشح العراقي 7112,Iraqi Candidate 7112,الحكمة,البصرة,ذكر,,,,,,
2025_7121_البصرة,المرشح العراقي 7121,Iraqi Candidate 7121,الحزب الديمقراطي الكردستاني,البصرة,ذكر,,,,,,
2025_7122_البصرة,المرشح العراقي 7122,Iraqi Candidate 7122,الحزب الشيوعي العراقي,البصرة,أنثى,,,,,,
2025_7126_البصرة,المرشح العراقي 7126,Iraqi Candidate 7126,الاتحاد الوطني الكردستاني,البصرة,ذكر,,,,,,
2025_7128_البصرة,المرشح العراقي 7128,Iraqi Candidate 7128,الحكمة,البصرة,ذكر,,,,,,
2025_7129_البصرة,المرشح العراقي 7129,Iraqi Candidate 7129,الوطنية,البصرة,ذكر,,,,,,
2025_7130_البصرة,المرشح العراقي 7130,Iraqi Candidate 7130,سائرون,البصرة,ذكر,,,,,,
2025_7138_البصرة,المرشح العراقي 7138,Iraqi Candidate 7138,النصر,البصرة,أنثى,,,,,,
2025_713_البصرة,المرشح العراقي 713,Iraqi Candidate 713,الحزب الشيوعي العراقي,البصرة,أنثى,,,,,,
2025_7156_البصرة,المرشح العراقي 7156,Iraqi Candidate 7156,العزم,البصرة,أنثى,,,,,,
2025_7171_البصرة,المرشح العراقي 7171,Iraqi Candidate 7171,سائرون,البصرة,أنثى,,,,,,
2025_719_البصرة,المرشح العراقي 719,Iraqi Candidate 719,حركة امتداد,البصرة,أنثى,,,,,,
2025_7209_البصرة,المرشح العراقي 7209,Iraqi Candidate 7209,تقدم,البصرة,ذكر,,,,,,
2025_7224_البصرة,المرشح العراقي 7224,Iraqi Candidate 7224,حركة امتداد,البصرة,ذكر,,,,,,
2025_7239_البصرة,المرشح العراقي 7239,Iraqi Candidate 7239,الوطنية,البصرة,ذكر,,,,,,
2025_7269_البصرة,المرشح العراقي 7269,Iraqi Candidate 7269,النصر,البصرة,ذكر,,,,,,
2025_7275_البصرة,المرشح العراقي 7275,Iraqi Candidate 7275,الوطنية,البصرة,ذكر,,,,,,
2025_7278_البصرة,المرشح العراقي 7278,Iraqi Candidate 7278,تقدم,البصرة,ذكر,,,,,,
2025_7303_البصرة,المرشح العراقي 7303,Iraqi Candidate 7303,تحالف السيادة,البصرة,أنثى,,,,,,
2025_7320_البصرة,المرشح العراقي 7320,Iraqi Candidate 7320,تحالف السيادة,البصرة,ذكر,,,,,,
